data_time,dech01_tchout_pre,dech02_tchout_pre,dech03_tchout_pre,dech01_tchout_acl,dech02_tchout_acl,dech03_tchout_acl,dech01_tchin,dech02_tchin,dech03_tchin,dech01_flow,dech02_flow,dech03_flow,dech01_CL_pre,dech02_CL_pre,dech03_CL_pre,dech01_CL_acl,dech02_CL_acl,dech03_CL_acl,total_CL_pre,total_CL_acl,power_active_sum_acl,power_active_sum_simu,power_active_sum_pre,delta_decvpp_temp,dech01_CL_acl_ratio,dech02_CL_acl_ratio,dech03_CL_acl_ratio,dech01_CL_pre_ratio,dech02_CL_pre_ratio,dech03_CL_pre_ratio,EER
2023-06-28 00:00:00,7.028139591217041,6.999992370605469,7.4247918128967285,6.03,11.86,8.2275,11.185,15.09,11.19,408.7555,0.0,512.45975,1976.099302258315,0.0,2244.0290226014213,2450.5975427075,0.0,1765.6224169031254,4220.1283248597365,4216.219959610626,807.91305,796.7782822409627,747.8911425083745,-0.003647995632050538,0.6334421233767157,0.0,0.4563864907858261,0.5107915584714026,0.0,0.5800473085536282,0.07533075239301464
2023-06-28 01:00:00,7.035501956939697,6.999992370605469,7.4247941970825195,6.036,11.878,8.226,11.184,15.09,11.188,416.1828,0.0,520.7626,2007.9584969662799,0.0,2279.1739428991655,2491.7380302672,0.0,1793.9261290555999,4287.132439865445,4285.6641593228,814.41524,808.8987354766097,758.8217771585968,-0.0013474574054725963,0.6440763125254478,0.0,0.4637025690944245,0.5190266748433013,0.0,0.5891317349236606,0.06872734546759694
2023-06-28 02:00:00,6.962419509887695,6.0,7.433413028717041,5.966,11.89,8.228,11.158,15.09,11.158,424.7152,0.0,532.9032,2072.3808765109306,0.0,2308.373939130021,2564.556093299199,0.0,1815.9156152879996,4380.754815640952,4380.471708587198,829.02818,827.9775931839787,775.8987231156877,-0.0002542017249691497,0.6628986722411143,0.0,0.46938651621681693,0.5356788783081994,0.0,0.5966794890092334,0.06416774719712345
2023-06-28 03:00:00,6.941579341888428,6.408110618591309,7.3658881187438965,5.955,11.9225,8.1525,11.0775,15.09,11.0875,416.4085,0.0,522.56425,2002.956417693463,0.0,2261.7806769273934,2480.7401054737497,0.0,1783.7234237712503,4264.737094620857,4264.463529245,800.09685,793.5240964712671,744.9984718417036,-0.0002505119375797449,0.6412335165491637,0.0,0.4610653252439451,0.5177337135713451,0.0,0.5846358407029217,0.06943504098150788
2023-06-28 04:00:00,7.0010504722595215,6.0712890625,7.434648036956787,6.014,11.864,8.22,11.186,15.08,11.186,418.5218,0.0,526.1524,2036.9859045683274,0.0,2295.509441291681,2517.4236937847995,0.0,1814.9406053991995,4332.4953458600085,4332.364299183999,812.7472,807.6787238348152,759.310859977466,-0.00011927906890285556,0.6507156651549099,0.0,0.46913449101744764,0.5265298173981771,0.0,0.5933542123430819,0.06616039081581992
2023-06-28 05:00:00,6.9543609619140625,6.405176162719727,7.366517543792725,5.963333333333333,11.876666666666667,8.156666666666666,11.143333333333333,15.09,11.143333333333333,411.83616666666666,0.0,517.1478333333333,2006.3730864839038,0.0,2271.5391551610355,2481.0410922966666,0.0,1796.3095514311108,4277.912241644939,4277.350643727777,797.73995,793.958965420647,745.6316113564122,-0.0005198015133185407,0.6413113170565479,0.0,0.46431864746067436,0.5186168703915796,0.0,0.5871582586297814,0.06563102239922473
2023-06-28 06:00:00,6.994653701782227,6.247344017028809,7.370787620544434,5.996,11.84,8.168,11.144,15.09,11.148,407.5618,0.0,511.1186,1966.7667986433432,0.0,2245.291874326267,2440.1230342631993,0.0,1771.4041767640003,4212.058672969611,4211.5272110272,802.6657399999999,796.371387044604,746.2770873624474,-0.0004974254539131806,0.6307346225510376,0.0,0.45788098760927454,0.5083792484926056,0.0,0.5803737364815745,0.07080697970178855
2023-06-28 07:00:00,6.999720096588135,6.404271125793457,7.424822807312012,6.011666666666667,11.79,8.213333333333333,11.176666666666666,15.09,11.176666666666666,404.1718333333333,0.0,506.69966666666664,1963.381429897153,0.0,2210.9304922864058,2427.8177647908333,0.0,1746.267774214444,4174.311922183559,4174.0855390052775,792.7799333333332,790.0267207402345,741.5359033795731,-0.0002137013788594544,0.6275538978961495,0.0,0.4513836105705907,0.5075041822568701,0.0,0.5714918428119021,0.06486366677034136
2023-06-28 08:00:00,7.00322961807251,6.016600608825684,7.429753303527832,6.006666666666667,11.795,8.225,11.2,15.08,11.201666666666666,410.7191666666667,0.0,515.3588333333333,2004.6561614915338,0.0,2260.7427561142863,2480.680789727777,0.0,1784.101848626111,4265.39891760582,4264.782638353889,805.5681333333334,804.3304842592675,754.7669813959267,-0.0005722031770565295,0.641218184332664,0.0,0.46116314230261096,0.518173071443,0.0,0.5843675539882355,0.06315955062201963
2023-06-28 09:00:00,6.9484100341796875,6.242913246154785,7.32371187210083,5.96,11.828333333333333,8.113333333333333,11.171666666666667,15.08,11.171666666666667,407.8305,0.0,510.82966666666664,2003.1196408965243,0.0,2286.0503278606725,2471.9293119675,0.0,1816.9402429694446,4289.169968757196,4288.869554936944,764.7181333333333,764.1964501321088,721.2494132445422,-0.00028118057046544465,0.6389560606838214,0.0,0.4696513668595251,0.5177759042821941,0.0,0.5909091756560789,0.05688160430642739
